time,VS,HS,TS,IH,IT,IC,OT,OH,OC
2024/1/27 14:40,0,0,1,95,19.4,5000,14.24,72.28,551
2024/1/27 14:50,0,0,1,95.01,19.44,5000,14.23,70.38,550
2024/1/27 15:00,0,0,1,95.05,19.5,5000,14.26,69.7,538
2024/1/27 15:10,0,0,1,95.06,19.51,5000,14.27,68.84,534
2024/1/27 15:20,0,0,1,95.07,19.58,5000,14.14,69.42,537
2024/1/27 15:30,0,0,1,95.03,19.6,5000,14.07,68.62,536
2024/1/27 15:40,0,0,1,95.04,19.62,5000,14.04,69.76,609
2024/1/27 15:50,0,0,1,95,19.68,5000,13.99,69,570
2024/1/27 16:00,0,0,1,95,19.7,5000,13.99,68.37,548
2024/1/27 16:10,0,0,1,94.96,19.73,5000,13.94,70.51,542
2024/1/27 16:20,0,0,1,94.91,19.79,5000,14.01,71.28,563
2024/1/27 16:30,0,0,1,94.44,19.68,5000,14.13,70.56,546
2024/1/27 16:40,0,0,1,92.97,19.53,5000,14.38,69.31,568
2024/1/27 16:50,0,0,1,93.21,19.72,5000,14.63,68.48,587
2024/1/27 17:00,0,0,1,93.56,19.8,5000,14.92,65.98,590
2024/1/27 17:10,0,0,1,93.81,19.88,5000,15.1,65.72,549
2024/1/27 17:20,0,0,1,94.01,19.91,5000,15.28,64.29,535
2024/1/27 17:30,0,0,1,94.17,19.99,5000,15.72,62.38,521
2024/1/27 17:40,0,0,1,94.3,20.01,5000,16.21,60.52,510
2024/1/27 17:50,0,0,1,94.42,20.09,5000,16.47,61.23,508
2024/1/27 18:00,0,0,1,94.5,20.13,5000,16.65,61.28,510
2024/1/27 18:10,0,0,1,94.56,20.2,5000,16.8,60.88,510
2024/1/27 18:20,0,0,0,94.63,20.26,5000,17.06,59.34,506
2024/1/27 18:30,0,0,0,94.7,20.31,5000,17.62,60.26,500
2024/1/27 18:40,0,0,0,94.7,20.39,5000,17.64,56.22,520
2024/1/27 18:50,0,0,0,94.73,20.43,5000,17.87,56.06,530
2024/1/27 19:00,0,0,0,94.77,20.5,5000,18.14,54.06,515
2024/1/27 19:10,0,0,0,94.78,20.59,5000,18.79,53.82,496
2024/1/27 19:20,0,0,0,92.78,20.27,5000,18.74,52.86,495
2024/1/27 19:30,0,0,0,92.6,20.48,5000,19.13,52.43,498
2024/1/27 19:40,0,0,0,93.07,20.6,5000,19.23,51.45,504
2024/1/27 19:50,0,0,0,93.42,20.68,5000,19.23,50.06,492
2024/1/27 20:00,0,0,0,93.64,20.76,5000,19.44,49.87,486
2024/1/27 20:10,0,0,0,93.76,20.81,5000,19.41,50.54,483
2024/1/27 20:20,0,0,0,93.91,20.89,5000,19.35,49.97,480
2024/1/27 20:30,0,0,0,94.03,20.96,5000,20.34,48.51,475
2024/1/27 20:40,0,0,0,94.13,21.01,5000,20.48,48.16,469
2024/1/27 20:50,0,0,0,94.21,21.09,5000,20.99,47.39,469
2024/1/27 21:00,0,0,0,94.29,21.15,5000,21.18,46.64,466
2024/1/27 21:10,0,0,0,94.35,21.2,5000,20.72,44.66,459
2024/1/27 21:20,0,0,0,94.4,21.27,5000,21.43,44.77,457
2024/1/27 21:30,0,0,0,94.4,21.33,5000,21.77,43.78,455
2024/1/27 21:40,0,0,0,93.54,21.24,5000,21.71,45.7,465
2024/1/27 21:50,0,0,0,91.89,21.25,5000,21.6,46.12,462
2024/1/27 22:00,0,0,0,92.42,21.38,5000,20.95,48.42,458
2024/1/27 22:10,0,0,0,92.89,21.47,5000,21.31,46.6,460
2024/1/27 22:20,0,0,0,93.22,21.51,5000,21.03,47.67,457
2024/1/27 22:30,0,0,0,93.46,21.6,5000,21.51,47.31,457
2024/1/27 22:40,0,0,0,93.57,21.66,5000,21.36,46.91,454
2024/1/27 22:50,0,0,0,93.72,21.71,5000,21.58,47.06,454
2024/1/27 23:00,0,0,0,93.84,21.79,5000,21.89,45.96,454
2024/1/27 23:10,0,0,0,93.91,21.85,5000,22.19,44.4,454
2024/1/27 23:20,0,0,0,94,21.9,5000,22.22,44.98,444
2024/1/27 23:30,0,0,0,94.09,21.98,5000,22.28,44.64,442
2024/1/27 23:40,0,0,0,91.26,21.73,5000,22.23,45.17,446
2024/1/27 23:50,0,0,0,91.22,21.92,5000,22.38,44.23,443
2024/1/28 0:00,0,0,0,92.02,22,5000,22.53,44.57,441
2024/1/28 0:10,0,0,0,92.59,22.09,5000,23,42.94,441
2024/1/28 0:20,0,0,0,92.94,22.17,5000,23.22,43.29,451
2024/1/28 0:30,0,0,0,93.21,22.22,5000,23.02,44.05,449
2024/1/28 0:40,0,0,0,93.38,22.3,5000,23.07,43.72,447
2024/1/28 0:50,0,0,0,93.52,22.36,5000,22.95,44.14,446
2024/1/28 1:00,0,0,0,93.63,22.41,5000,22.87,44.12,446
2024/1/28 1:10,0,0,0,93.75,22.49,5000,22.89,42.8,445
2024/1/28 1:20,0,0,0,93.84,22.52,5000,22.91,42.41,445
2024/1/28 1:30,0,0,0,93.19,22.49,5000,22.96,43.26,444
2024/1/28 1:40,0,0,0,89.93,22.34,5000,22.96,43,443
2024/1/28 1:50,0,0,0,90.87,22.51,5000,22.99,41.79,441
2024/1/28 2:00,0,0,0,91.82,22.6,5000,22.86,42.92,444
2024/1/28 2:10,0,0,0,92.42,22.67,5000,22.47,45.8,445
2024/1/28 2:20,0,0,0,92.78,22.71,5000,22.27,48.34,442
2024/1/28 2:30,0,0,0,92.96,22.79,5000,21.07,53.39,438
2024/1/28 2:40,0,0,0,93.19,22.83,5000,20.02,57.93,443
2024/1/28 2:50,0,0,0,93.32,22.9,5000,19.33,58.66,445
2024/1/28 3:00,0,0,0,93.5,22.9,5000,18.88,62.62,453
2024/1/28 3:10,0,0,0,93.65,22.98,5000,18.6,65.39,490
2024/1/28 3:20,0,0,0,93.72,23,5000,18.28,67.2,519
2024/1/28 3:30,0,0,0,93.81,23.07,5000,17.75,69.63,543
2024/1/28 3:40,0,0,0,93.88,23.1,5000,17.17,71.56,518
2024/1/28 3:50,0,0,0,93.91,23.11,5000,16.61,73.76,507
2024/1/28 4:00,0,0,0,93.95,23.18,5000,16.27,75.55,512
2024/1/28 4:10,0,0,0,93.99,23.2,5000,16.11,76.76,528
2024/1/28 4:20,0,0,0,93.99,23.23,5000,16.13,77.99,680
2024/1/28 4:30,0,0,0,91.77,22.86,5000,16.15,79.35,760
2024/1/28 4:40,0,0,0,91.94,23.04,5000,15.9,81.16,944
2024/1/28 4:50,0,0,0,92.47,23.13,5000,15.64,81.06,742
2024/1/28 5:00,0,0,0,92.85,23.2,5000,15.78,80.06,634
2024/1/28 5:10,0,0,0,93.12,23.25,5000,15.91,80.09,734
2024/1/28 5:20,0,0,0,93.34,23.3,5000,15.82,80.24,715
2024/1/28 5:30,0,0,0,93.47,23.34,5000,15.56,81.67,721
2024/1/28 5:40,0,0,0,93.6,23.4,5000,15.09,82.87,647
2024/1/28 5:50,0,0,0,93.72,23.41,5000,14.79,83.65,600
2024/1/28 6:00,0,0,0,93.8,23.47,5000,14.55,84.65,582
2024/1/28 6:10,0,0,0,93.82,23.5,5000,14.41,85.98,673
2024/1/28 6:20,0,0,0,93.89,23.51,5000,14.51,85.75,785
2024/1/28 6:30,0,0,0,93.92,23.56,5000,14.38,86.48,743
2024/1/28 6:40,0,0,0,93.96,23.6,5000,14.43,86.71,701
2024/1/28 6:50,0,0,0,94,23.61,5000,14.33,86.65,628
2024/1/28 7:00,0,0,0,93.43,23.52,5000,14.3,86.79,604
2024/1/28 7:10,0,0,0,91.63,23.25,5000,14.39,86.99,685
2024/1/28 7:20,0,0,0,92.19,23.46,5000,14.48,87.22,798
2024/1/28 7:30,0,0,0,92.68,23.53,5000,14.61,86.61,731
2024/1/28 7:40,0,0,0,93.03,23.6,5000,14.69,85.78,698
2024/1/28 7:50,0,0,0,93.3,23.67,5000,14.56,85.71,645
2024/1/28 8:00,0,0,0,93.48,23.7,5000,14.25,87.46,636
2024/1/28 8:10,0,0,0,93.68,23.76,5000,14.23,87.52,604
2024/1/28 8:20,0,0,0,93.82,23.8,5000,14.5,87.16,637
2024/1/28 8:30,0,0,0,93.93,23.84,5000,14.72,86.69,736
2024/1/28 8:40,0,0,0,94.04,23.89,5000,14.76,86.68,734
2024/1/28 8:50,0,0,0,94.15,23.93,5000,14.78,86.24,684
2024/1/28 9:00,0,0,0,94.23,24,5000,14.49,87.74,678
2024/1/28 9:10,0,0,0,94.29,24.02,5000,14.41,88.1,623
2024/1/28 9:20,0,0,0,93.38,23.86,5000,14.57,87.99,605
2024/1/28 9:30,0,0,0,92.02,23.68,5000,14.67,87.98,688
2024/1/28 9:40,0,0,0,92.54,23.87,5000,15.04,87.27,882
2024/1/28 9:50,0,0,0,93,23.97,5000,15.2,86.71,806
2024/1/28 10:00,0,0,0,93.34,24.05,5000,15.16,87.15,788
2024/1/28 10:10,0,0,0,93.6,24.11,5000,15.16,87.12,719
2024/1/28 10:20,0,0,0,93.81,24.19,5000,15.09,87.72,709
2024/1/28 10:30,0,0,0,94.01,24.24,5000,15.1,87.59,605
2024/1/28 10:40,0,0,0,94.18,24.3,5000,15.23,87.18,583
2024/1/28 10:50,0,0,0,94.32,24.33,5000,15.24,87.81,642
2024/1/28 11:00,0,0,0,94.42,24.4,5000,15.37,87.91,780
2024/1/28 11:10,0,0,0,94.53,24.49,5000,15.47,87.06,719
2024/1/28 11:20,0,0,0,93.96,24.37,5000,15.42,87.6,673
2024/1/28 11:30,0,0,0,92.08,24.09,5000,15.37,88.32,708
2024/1/28 11:40,0,0,0,92.64,24.32,5000,15.4,87.86,728
2024/1/28 11:50,0,0,0,93.13,24.45,5000,15.25,90.07,639
2024/1/28 12:00,0,0,0,93.5,24.51,5000,15.25,90.74,626
2024/1/28 12:10,0,0,0,93.8,24.6,5000,15.27,90.73,745
2024/1/28 12:20,0,0,0,94.04,24.7,5000,15.27,90.85,794
2024/1/28 12:30,0,0,0,94.24,24.76,5000,15.28,91.39,704
2024/1/28 12:40,0,0,0,94.41,24.83,5000,15.21,91.98,674
2024/1/28 12:50,0,0,0,94.54,24.9,5000,15.16,92.68,662
2024/1/28 13:00,0,0,0,94.64,24.99,5000,15.04,93.09,635
2024/1/28 13:10,0,0,0,93.8,24.77,5000,15.01,93.43,601
2024/1/28 13:20,0,0,0,92.61,24.69,5000,15.17,93.09,687
2024/1/28 13:30,0,0,0,93.09,24.87,5000,15.24,92.72,678
2024/1/28 13:40,0,0,0,93.5,25,5000,15.31,92.05,653
2024/1/28 13:50,0,0,0,93.83,25.1,5000,15.2,92.46,692
2024/1/28 14:00,0,0,0,94.11,25.19,5000,15.14,92.89,640
2024/1/28 14:10,0,0,0,94.32,25.27,5000,15.1,93.32,642
2024/1/28 14:20,0,0,0,94.47,25.35,5000,15.1,93.32,595
2024/1/28 14:30,0,0,0,94.59,25.42,5000,14.98,93.9,610
2024/1/28 14:40,0,0,0,93.54,25.2,5000,15.12,93.75,658
2024/1/28 14:50,0,0,0,92.42,25.1,5000,15.2,93.7,761
2024/1/28 15:00,0,0,0,92.98,25.32,5000,15.16,93.36,697
2024/1/28 15:10,0,0,0,93.43,25.44,5000,15,94.16,636
2024/1/28 15:20,0,0,0,93.78,25.55,5000,15.11,94.01,611
2024/1/28 15:30,0,0,0,94.05,25.66,5000,15.04,94.13,590
2024/1/28 15:40,0,0,0,94.24,25.73,5000,15.21,93.59,582
2024/1/28 15:50,0,0,0,94.43,25.81,5000,15.28,93.29,612
2024/1/28 16:00,0,0,0,94.54,25.9,5000,15.26,93.06,629
2024/1/28 16:10,0,0,0,92.94,25.53,5000,15.14,93.17,641
2024/1/28 16:20,0,0,0,92.13,25.56,5000,14.92,92.04,589
2024/1/28 16:30,0,0,0,92.81,25.74,5000,14.75,93.15,629
2024/1/28 16:40,0,0,0,93.28,25.88,5000,14.62,93.82,604
2024/1/28 16:50,0,0,0,93.62,25.97,5000,14.63,93.79,569
2024/1/28 17:00,0,0,0,93.89,26.06,5000,14.71,93.07,584
2024/1/28 17:10,0,0,0,94.08,26.13,5000,14.81,93.37,608
2024/1/28 17:20,0,0,0,94.25,26.21,5000,14.76,93.03,583
2024/1/28 17:30,0,0,0,94.38,26.29,5000,14.68,91.9,548
2024/1/28 17:40,0,0,0,94.47,26.35,5000,14.78,91.53,536
2024/1/28 17:50,0,0,0,92.52,25.95,5000,14.96,89.85,534
2024/1/28 18:00,0,0,0,92.29,26.07,5000,14.85,90.06,549
2024/1/28 18:10,0,0,0,92.85,26.24,5000,14.84,89.22,551
2024/1/28 18:20,0,0,0,93.09,26.37,5000,14.79,89.74,538
2024/1/28 18:30,0,0,0,93.48,26.47,5000,15.07,90.27,557
2024/1/28 18:40,0,0,0,93.78,26.55,5000,15.26,89.61,563
2024/1/28 18:50,0,0,0,94.04,26.62,5000,15.09,89.51,519
2024/1/28 19:00,0,0,0,94.24,26.71,5000,15.36,89.3,517
2024/1/28 19:10,0,0,0,94.39,26.79,5000,15.7,86.25,510
2024/1/28 19:20,0,0,0,91.78,26.23,5000,15.82,83.3,506
2024/1/28 19:30,0,0,0,92.4,26.54,5000,15.71,84.16,509
2024/1/28 19:40,0,0,0,93.05,26.67,5000,15.56,86.33,521
2024/1/28 19:50,0,0,0,93.49,26.77,5000,15.36,84.53,518
2024/1/28 20:00,0,0,0,93.82,26.88,5000,15.21,86.16,520
2024/1/28 20:10,0,0,0,94.08,26.98,5000,15.09,86.75,528
2024/1/28 20:20,0,0,0,94.31,27.07,5000,15.07,87.18,522
2024/1/28 20:30,0,0,0,94.47,27.15,5000,15.12,88.16,514
2024/1/28 20:40,0,0,0,92.38,26.72,5000,15.12,87.46,514
2024/1/28 20:50,0,0,0,92.32,26.87,5000,15.19,88.04,545
2024/1/28 21:00,0,0,0,93.04,27.03,5000,15.25,88.61,599
2024/1/28 21:10,0,0,0,93.56,27.15,5000,15.14,89.09,548
2024/1/28 21:20,0,0,0,93.96,27.27,5000,15.48,88.04,529
2024/1/28 21:30,0,0,0,94.31,27.37,5000,15.3,87.29,513
2024/1/28 21:40,0,0,0,94.57,27.49,5000,14.96,88.99,506
2024/1/28 21:50,0,0,0,94.76,27.59,5000,15,87.82,507
2024/1/28 22:00,0,0,0,91.97,26.96,5000,14.9,89.26,517
2024/1/28 22:10,0,0,0,92.66,27.28,5000,14.69,90.25,515
2024/1/28 22:20,0,0,0,93.35,27.45,5000,14.73,90.75,529
2024/1/28 22:30,0,0,0,93.9,27.58,5000,14.84,90.25,538
2024/1/28 22:40,0,0,0,94.11,27.76,5000,14.61,89.69,523
2024/1/28 22:50,0,0,0,94.15,27.96,5000,14.53,89.75,517
2024/1/28 23:00,0,0,0,94.45,28.05,5000,14.85,89.74,519
2024/1/28 23:10,0,0,0,93.31,27.71,5000,14.93,89.62,521
2024/1/28 23:20,0,0,0,92.57,27.63,5000,14.94,90.34,517
2024/1/28 23:30,0,0,0,93.32,27.86,5000,14.98,89.87,525
2024/1/28 23:40,0,0,0,93.92,28.01,5000,14.58,89.82,537
2024/1/28 23:50,0,0,0,94.41,28.15,5000,14.41,91.46,546
2024/1/29 0:00,0,0,0,94.71,28.25,5000,14.37,91.09,534
2024/1/29 0:10,0,0,0,91.37,27.19,5000,14.3,90.78,541
2024/1/29 0:20,0,0,0,87.86,26.46,5000,14.42,91.08,540
2024/1/29 0:30,0,0,0,89.24,26.39,5000,14.35,90.43,535
2024/1/29 0:40,0,0,0,91.6,26.69,5000,14.39,90.57,572
2024/1/29 0:50,0,0,0,92.54,26.92,5000,14.22,90.47,559
2024/1/29 1:00,0,0,0,93.11,27.15,5000,14.27,91.31,585
2024/1/29 1:10,0,0,0,93.57,27.39,5000,14.17,90.92,547
2024/1/29 1:20,0,0,0,93.78,27.52,5000,14.05,90.64,530
2024/1/29 1:30,0,0,0,91.74,26.98,5000,13.99,90.34,531
2024/1/29 1:40,0,0,0,93.18,27.44,5000,13.86,90.72,570
2024/1/29 1:50,0,0,0,93.79,27.65,5000,13.75,91.55,620
2024/1/29 2:00,0,0,0,94.29,27.83,5000,13.73,92.02,584
2024/1/29 2:10,0,0,0,94.65,27.99,5000,13.85,92.47,610
2024/1/29 2:20,0,0,0,94.88,28.17,5000,13.84,92.19,607
2024/1/29 2:30,0,0,0,90.79,27.25,5000,13.78,92.31,582
2024/1/29 2:40,0,0,0,85.88,25.7,5000,13.81,92.44,581
2024/1/29 2:50,0,0,0,87.84,25.91,5000,13.75,93.19,674
2024/1/29 3:00,0,0,0,90.56,26.24,5000,13.62,93.63,637
2024/1/29 3:10,0,0,0,92.06,26.55,5000,13.59,93.83,577
2024/1/29 3:20,0,0,0,92.97,26.92,5000,13.67,93.51,567
2024/1/29 3:30,0,0,0,94.31,27.16,5000,13.7,93,560
2024/1/29 3:40,0,0,0,94.09,27.4,5000,13.74,93.04,590
2024/1/29 3:50,0,0,0,91.64,26.73,5000,13.7,92.42,574
2024/1/29 4:00,0,0,0,94.24,27.1,5000,13.74,92.92,640
2024/1/29 4:10,0,0,0,94.56,27.36,5000,13.67,93.2,577
2024/1/29 4:20,0,0,0,94.15,27.55,5000,13.68,93.58,574
2024/1/29 4:30,0,0,1,91.14,26.43,5000,13.68,93.16,549
2024/1/29 4:40,0,1,0,90.99,25.43,5000,13.7,93.18,536
2024/1/29 4:50,0,1,0,92.8,25.42,5000,13.74,92.91,575
2024/1/29 5:00,0,0,0,94.02,25.79,5000,13.7,92.95,582
2024/1/29 5:10,0,0,0,92.08,25.71,5000,13.58,92.79,571
2024/1/29 5:20,0,0,0,94.05,25.73,5000,13.49,92.81,566
2024/1/29 5:30,0,0,0,94.75,26.14,5000,13.42,93.02,577
2024/1/29 5:40,0,0,0,94.52,26.57,5000,13.37,92.95,574
2024/1/29 5:50,0,0,0,92.38,25.92,5000,13.32,93.39,569
2024/1/29 6:00,0,1,0,91.92,25,5000,13.45,93.45,619
2024/1/29 6:10,0,0,0,93.44,25.11,5000,13.5,92.99,628
2024/1/29 6:20,0,0,0,93.94,25.33,5000,13.32,92.95,574
2024/1/29 6:30,0,0,0,93.53,25.81,5000,13.29,93.2,546
2024/1/29 6:40,0,0,0,92.03,25.32,5000,13.19,93.18,553
2024/1/29 6:50,0,0,0,94.69,25.7,5000,13.18,93.29,652
2024/1/29 7:00,0,0,0,94.64,26.08,5000,13.1,93.07,591
2024/1/29 7:10,0,0,0,94.01,26.2,5000,13.11,93.45,565
2024/1/29 7:20,0,0,0,91.72,25.16,5000,13.09,93.25,549
2024/1/29 7:30,0,1,0,93.51,25,5000,13.03,93.43,536
2024/1/29 7:40,0,0,0,94.08,25.16,5000,13.16,93.16,541
2024/1/29 7:50,0,0,0,93.56,25.58,5000,13.19,93.18,566
2024/1/29 8:00,0,0,0,93.82,25.99,5000,13.22,93.4,582
2024/1/29 8:10,0,0,0,90.77,24.93,5000,13.25,93.37,587
2024/1/29 8:20,0,1,0,92.31,24.35,5000,13.3,93.1,598
2024/1/29 8:30,0,0,0,94.31,24.61,5000,13.3,92.96,614
2024/1/29 8:40,0,0,0,93.77,24.97,5000,13.21,93.92,592
2024/1/29 8:50,0,0,0,93.89,25.44,5000,13.19,93.96,599
2024/1/29 9:00,0,0,0,94.01,25.76,5000,13.09,94.82,582
2024/1/29 9:10,0,0,0,92.04,24.88,5000,13.13,94.71,571
2024/1/29 9:20,0,1,0,92.83,24.34,5000,13.19,94.36,554
2024/1/29 9:30,0,0,0,93.37,23.8,5000,13.19,94.48,570
2024/1/29 9:40,0,0,0,94.67,24.37,5000,13.28,94,642
2024/1/29 9:50,0,0,0,94.33,24.88,5000,13.23,93.88,565
2024/1/29 10:00,0,0,0,94.51,25.34,5000,13.28,93.93,627
2024/1/29 10:10,0,0,0,92.53,24.65,5000,13.29,94.15,633
2024/1/29 10:20,0,1,0,92.95,24.14,5000,13.22,93.79,592
2024/1/29 10:30,0,1,0,92.92,23.53,5000,13.17,93.46,557
2024/1/29 10:40,0,0,0,94.71,23.93,5000,13.23,93.13,621
2024/1/29 10:50,0,0,0,94.29,24.42,5000,13.1,93.28,591
2024/1/29 11:00,0,0,0,94.49,24.91,5000,13.05,93.35,570
2024/1/29 11:10,0,0,0,94.74,25.31,5000,12.91,93.66,553
2024/1/29 11:20,0,0,0,92.69,24.63,5000,12.89,94.26,557
2024/1/29 11:30,0,1,0,91.91,23.69,5000,12.91,94.06,539
2024/1/29 11:40,0,0,0,94.18,23.73,5000,13.12,93.75,573
2024/1/29 11:50,0,0,0,94.16,23.99,5000,13.24,93.49,646
2024/1/29 12:00,0,0,0,94.17,24.52,5000,13.18,93.78,618
2024/1/29 12:10,0,0,0,94.52,24.93,5000,13.02,94.06,567
2024/1/29 12:20,0,0,0,94.64,25.25,5000,12.86,94.36,547
2024/1/29 12:30,0,0,0,91.74,23.94,5000,12.87,95.06,557
2024/1/29 12:40,0,0,0,94.11,23.94,5000,13.05,95.11,699
2024/1/29 12:50,0,0,0,94.08,24.12,5000,12.97,94.5,600
2024/1/29 13:00,0,0,0,94.08,24.58,5000,12.93,95.17,567
2024/1/29 13:10,0,0,0,94.48,24.97,5000,12.92,95.13,562
2024/1/29 13:20,0,0,0,93.08,24.63,5000,12.85,95.16,537
2024/1/29 13:30,0,1,0,91.78,23.25,5000,13,95.25,578
2024/1/29 13:40,0,0,0,94.4,23.52,5000,13.08,94.64,592
2024/1/29 13:50,0,0,0,93.9,23.76,5000,13.37,94.2,638
2024/1/29 14:00,0,0,0,94.06,24.25,5000,13.45,94.54,676
2024/1/29 14:10,0,0,0,92.18,23.6,5000,13.24,94.4,592
2024/1/29 14:20,0,1,0,92.2,22.71,5000,13.28,93.57,553
2024/1/29 14:30,0,0,0,94.34,23.04,5000,13.3,93.53,552
2024/1/29 14:40,0,0,0,93.81,23.37,5000,13.24,94.4,576
2024/1/29 14:50,0,0,0,94.1,23.86,5000,13.23,94.69,568
2024/1/29 15:00,0,0,0,93.95,24.07,5000,13.27,94.84,558
2024/1/29 15:10,1,0,0,93.21,23.81,4949,13.35,93.94,549
2024/1/29 15:20,0,0,0,93.77,24.21,4975,13.36,93.34,558
2024/1/29 15:30,0,0,0,92.43,23.58,5000,13.33,93.97,580
2024/1/29 15:40,0,1,0,93.61,23.28,5000,13.39,94.22,557
2024/1/29 15:50,0,0,0,94.14,23.38,5000,13.45,94.66,600
2024/1/29 16:00,0,0,0,92.96,23.27,5000,13.4,94.86,593
2024/1/29 16:10,0,0,0,93.32,23.5,4989,13.38,94.36,593
2024/1/29 16:20,0,0,0,93.28,23.58,5000,13.44,93.63,586
2024/1/29 16:30,0,0,0,92.5,22.99,5000,13.37,93.44,558
2024/1/29 16:40,0,1,0,93.83,22.74,5000,13.42,93.61,554
2024/1/29 16:50,1,0,0,94.56,22.44,4860,13.5,93.41,548
2024/1/29 17:00,0,0,0,94.47,22.87,4843,13.53,94.7,663
2024/1/29 17:10,0,0,0,94.56,23.36,5000,13.57,94.07,616
2024/1/29 17:20,0,0,0,94.94,23.79,5000,13.54,93.87,556
2024/1/29 17:30,0,0,0,92.8,23.08,5000,13.52,93.18,543
2024/1/29 17:40,1,0,0,93.49,22.54,4786,13.66,94.07,576
2024/1/29 17:50,0,0,0,94.01,22.64,4968,13.73,93.68,600
2024/1/29 18:00,0,0,1,92.66,22.38,5000,13.77,93.49,564
2024/1/29 18:10,0,0,0,93.34,22.02,5000,13.81,93.76,541
2024/1/29 18:20,1,0,0,92.91,21.58,4999,13.79,93.4,529
2024/1/29 18:30,1,0,0,94.02,21.87,4698,13.59,93.94,530
2024/1/29 18:40,0,0,0,94.34,22.18,4963,13.73,93.93,564
2024/1/29 18:50,0,0,0,94.52,22.66,5000,13.74,93.66,544
2024/1/29 19:00,0,0,1,93.89,22.64,5000,13.89,93.69,539
2024/1/29 19:10,1,0,1,92.08,21.85,4992,13.91,93.35,545
2024/1/29 19:20,1,1,1,92.29,20.81,3699,14.08,92.98,539
2024/1/29 19:30,0,1,1,93.65,20.84,3338,14.25,91.96,538
2024/1/29 19:40,0,1,1,94.02,20.74,3872,14.45,91.51,537
2024/1/29 19:50,0,1,1,94.2,20.58,4474,14.58,91.19,530
2024/1/29 20:00,0,1,1,94.44,20.43,4964,14.5,91.25,522
2024/1/29 20:10,0,1,1,93.64,19.78,4606,14.3,92.12,520
2024/1/29 20:20,0,1,1,93.77,19.76,3422,14.4,92.7,530
2024/1/29 20:30,0,1,1,94.33,19.79,3699,14.49,92.67,532
2024/1/29 20:40,0,1,1,94.42,19.71,4258,14.79,91.77,543
2024/1/29 20:50,0,1,1,94.52,19.64,4830,14.73,91.75,528
2024/1/29 21:00,0,1,1,94.3,19.39,4988,14.69,91.93,522
2024/1/29 21:10,0,1,1,93.91,18.68,3819,14.64,91.65,521
2024/1/29 21:20,0,1,1,94.14,18.8,2694,14.73,91.79,524
2024/1/29 21:30,0,1,1,94.56,18.9,3015,14.67,92.57,538
2024/1/29 21:40,0,1,1,94.68,18.83,3549,14.83,92.24,542
2024/1/29 21:50,0,1,1,94.86,18.79,4058,14.78,91.91,525
2024/1/29 22:00,1,1,1,94.58,18.29,3927,15.1,91.23,517
2024/1/29 22:10,1,1,1,94.52,18.03,2629,14.91,91.63,516
2024/1/29 22:20,0,1,1,94.81,18.19,2544,14.94,90.84,515
2024/1/29 22:30,0,1,1,95.03,18.24,2974,14.76,91.6,515
2024/1/29 22:40,0,1,1,95.22,18.19,3477,14.97,90.39,516
2024/1/29 22:50,0,1,1,95.21,17.85,3516,14.99,90.6,517
2024/1/29 23:00,0,1,1,95.08,17.68,2546,14.88,91.4,520
2024/1/29 23:10,0,1,1,95.22,17.75,2707,14.84,91.61,522
2024/1/29 23:20,0,1,1,95.53,17.7,3136,14.76,91.96,529
2024/1/29 23:30,0,1,1,95.61,17.6,3573,14.3,92.31,513
2024/1/29 23:40,0,1,1,95.59,17.21,2885,14.55,91.79,511
2024/1/29 23:50,0,1,1,95.75,17.33,2601,14.66,91.41,536
2024/1/30 0:00,0,1,1,95.95,17.4,2981,14.73,92.05,553
2024/1/30 0:10,0,1,1,96.1,17.34,3456,14.77,91.86,535
2024/1/30 0:20,1,1,1,96.11,17.16,3680,14.77,92.23,522
2024/1/30 0:30,1,1,1,95.99,16.86,2704,14.88,91.48,518
2024/1/30 0:40,0,1,1,96.04,16.9,2566,15.03,90.68,519
2024/1/30 0:50,0,0,1,95.97,16.84,2859,15.02,91.04,516
2024/1/30 1:00,0,0,1,94.36,16.7,2336,14.89,91.43,524
2024/1/30 1:10,0,1,1,94.34,16.8,2670,14.69,91.62,521
2024/1/30 1:20,0,1,1,95.27,16.69,3282,14.64,91.44,518
2024/1/30 1:30,0,1,1,95.75,16.58,3748,14.62,91.58,517
2024/1/30 1:40,0,1,1,95.93,16.29,2992,14.6,92.09,523
2024/1/30 1:50,0,1,1,96.18,16.32,2419,14.61,92.01,537
2024/1/30 2:00,0,1,1,96.45,16.43,2721,14.72,92.11,560
2024/1/30 2:10,0,1,1,96.65,16.5,3116,14.76,92.02,546
2024/1/30 2:20,0,1,1,96.77,16.5,3542,14.69,92.59,535
2024/1/30 2:30,1,1,1,96.75,16.38,3716,14.76,92.4,528
2024/1/30 2:40,1,1,1,96.67,16.13,2720,14.75,92,520
2024/1/30 2:50,0,1,1,96.82,16.19,2525,14.72,92.16,535
2024/1/30 3:00,0,1,1,96.84,16.18,2854,14.54,92.86,559
2024/1/30 3:10,0,1,1,96.8,16.11,3217,14.38,93.18,535
2024/1/30 3:20,0,1,1,96.8,16.09,3618,14.24,93.76,526
2024/1/30 3:30,0,1,1,96.8,15.96,3571,14.22,94.35,535
2024/1/30 3:40,0,0,1,96.73,15.78,2508,14.16,94.51,546
2024/1/30 3:50,0,0,1,95.89,15.73,2045,14.33,94.17,588
